is_valid_parenthesization,5,3,3,1,1,2,2,25
lcs_length,6,9,9,8,8,1,1,69
longest_common_subsequence,6,10,7,4,2,6,5,57
levenshtein,6,6,2,5,1,1,1,53
is_valid_parenthesization,6,3,3,1,1,2,2,25
lcs_length,7,9,6,8,5,1,1,46
longest_common_subsequence,7,10,7,4,2,6,5,57
levenshtein,7,6,6,5,5,1,1,46
is_valid_parenthesization,7,3,3,1,1,2,2,25
lcs_length,8,9,9,8,8,1,1,83
longest_common_subsequence,8,10,7,4,2,6,5,57
levenshtein,8,6,5,5,4,1,1,55
is_valid_parenthesization,8,3,3,1,1,2,2,25
lcs_length,9,9,9,8,8,1,1,83
longest_common_subsequence,9,10,7,4,2,6,5,57
levenshtein,9,6,5,5,4,1,1,55
is_valid_parenthesization,9,3,3,1,1,2,2,25
